asset_id	canonical_name	aliases	development_codes	modality	adc_scope	target	company	highest_stage	development_status	nct_ids	first_seen	last_seen	sources	source_count	evidence_ids	catalog_status
NAR_DRG0CXSNU	SIBP-A19				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06990464			nar_reference	1	DRG0CXSNU	REFERENCE_CONFIRMED
NAR_DRG0CYJSZ	OGD-204	OGD 204; OGD204			REFERENCE_UNCLASSIFIED	O-acetyl derivative of GD2 ganglioside (OAcGD2)	OGD2 Pharma SAS	Investigative	Investigative				nar_reference	1	DRG0CYJSZ	REFERENCE_CONFIRMED
NAR_DRG0CYMEB	Trastuzumab emtansine	PRO-132365; ADO-Trastuzumab Emtansine; R-3502; R3502; RG 3502; RG-3502; RO 5304020; RO-5304020; T-DM1; DM1-trastuzumab immunoconjugate; Herceptin-DM1; Trastuzu; Trastuzumab-DM1; Trastuzumab-DM1 immunoconjugate; Trastuzumab-MCC-DM1; Trastuzumab-MCC-DM1 antibody-drug conjugate		STRICT_ADC	STRICT_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2)	Genentech, Inc; Roche Holding AG; Chugai Pharmaceutical Co., Ltd; F. Hoffmann-La Roche Ltd	Approved	Approved (FDA): Feb 22, 2013	NCT01702571; NCT01966471; NCT02465060; NCT02924883; NCT02999672; NCT03032107			nar_reference; configs/known_adc_assets.yaml; clinicaltrials	3	DRG0CYMEB; ADC_CANDIDATE_TRASTUZUMAB_EMTANSINE	MULTISOURCE_CONFIRMED
NAR_DRG0DAKKB	Patritumab deruxtecan	HER3-DXd; Patritumab deruxtecan; Patritumab-DX-8951 conjugate; U3-1402; U3-1402a		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-3 (HER3)	Daiichi Sankyo Co., Ltd; AstraZeneca PLC; Baxter Oncology GmbH; BSP Pharmaceuticals SpA	Phase3	Phase 3	NCT03260491			nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc	4	DRG0DAKKB; ADC_CANDIDATE_ADC_SUFFIX_76452e9163ef; ADC_SUFFIX_066e0fb2c99b	MULTISOURCE_CONFIRMED
NAR_DRG0DCONA	SHR-7631				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06381050			nar_reference	1	DRG0DCONA	REFERENCE_CONFIRMED
NAR_DRG0DDMKC	A-410	A 410; A410			REFERENCE_UNCLASSIFIED	Nectin-4 (NECTIN4)	Sichuan Kelun Pharmaceutical Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0DDMKC	REFERENCE_CONFIRMED
NAR_DRG0DDQHT	XYD-9668-198	XYD 9668-198; XYD9668-198			REFERENCE_UNCLASSIFIED	Undisclosed	Kunshan Xinyunda Biotechnology Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0DDQHT	REFERENCE_CONFIRMED
NAR_DRG0DDTZB	HLX-43	HLX 43; HLX-43; HLX43; YL222			REFERENCE_UNCLASSIFIED	Programmed cell death 1 ligand 1 (CD274)	Shanghai Henlius Biotech, Inc; Shanghai Fosun Pharmaceutical (Group) Co., Ltd	Phase2	Phase 2				nar_reference	1	DRG0DDTZB	REFERENCE_CONFIRMED
NAR_DRG0DDWPP	CPO-301	CPO301; CPO 301		PRESUMED_STRICT_ADC	PRESUMED_ADC	Epidermal growth factor receptorn (EGFR C797S) (EGFR C797S)	CSPC Pharmaceutical Group Ltd	Investigative	Investigative				nar_reference; clinicaltrials	2	DRG0DDWPP; ADC_SUFFIX_4ec9207ea684	MULTISOURCE_CONFIRMED
NAR_DRG0DEGEG	Vobramitamab duocarmazine	AEX4089DC1; Anti-B7-H3 antibody drug conjugate; MGC 018; MGC-018; MGC018; Vobramitamab duocarmazine		PRESUMED_STRICT_ADC	PRESUMED_ADC	CD276 antigen (CD276)	MacroGenics, Inc	Phase2	Phase 2	NCT03729596; NCT05293496; NCT05551117			nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc	4	DRG0DEGEG; ADC_CANDIDATE_ADC_SUFFIX_05559b619db9	MULTISOURCE_CONFIRMED
NAR_DRG0DIWSF	Cantuzumab mertansine	C-242 DM1; C-242 May; C242 maytansinoid conjugate; Cantuzumab mertansine; Monoclonal antibody C-242 DM1 conjugate; Monoclonal antibody C-242 May conjugate; Monoclonal antibody huC242-May conjugate; SB-408075; huC242 maytansinoid conjugate; huC242-DM1			REFERENCE_UNCLASSIFIED	Mucin-1 (MUC1)	ImmunoGen, Inc	Phase1	Phase 1 (Terminated)				nar_reference	1	DRG0DIWSF	REFERENCE_CONFIRMED
NAR_DRG0DJFNE	IMAB362-Val-Cit-MMAE	IMAB362 vcMMAE; IMAB362-vc-MMAE; IMAB362 vc MMAE			REFERENCE_UNCLASSIFIED	Claudin-18.2 (CLDN18.2)	Ganymed Pharmaceuticals AG; Astellas Pharma, Inc	Investigative	Investigative				nar_reference	1	DRG0DJFNE	REFERENCE_CONFIRMED
NAR_DRG0DLKUH	DB-1305	BNT325; DB 1305; DB-1305; DB1305			REFERENCE_UNCLASSIFIED	Tumor-associated calcium signal transducer 2 (TROP2)	Duality Biologics	Phase2	Phase 1/2	NCT05438329			nar_reference	1	DRG0DLKUH	REFERENCE_CONFIRMED
NAR_DRG0DLZVY	SC-007	SC 007; SC-007; SC007			REFERENCE_UNCLASSIFIED	Undisclosed	Stemcentrx, Inc; AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT03253185			nar_reference	1	DRG0DLZVY	REFERENCE_CONFIRMED
NAR_DRG0DNGPW	RN765C	RN 765C; RN-765C		PRESUMED_STRICT_ADC	PRESUMED_ADC	Epidermal growth factor receptor (EGFR)	Rinat Neuroscience Corp	Investigative	Investigative				nar_reference; europe_pmc	2	DRG0DNGPW; ADC_SUFFIX_9359466dc65a	MULTISOURCE_CONFIRMED
NAR_DRG0DOBID	GMA-305	GMA305; GMA 305			REFERENCE_UNCLASSIFIED	Undisclosed	Gmax Biopharm LLC	Investigative	Investigative				nar_reference	1	DRG0DOBID	REFERENCE_CONFIRMED
NAR_DRG0DOTIX	CUSP06	AMT 707; AMT-707; AMT707; CUSP 06; CUSP-06; CUSP06		PRESUMED_STRICT_ADC	PRESUMED_ADC	Cadherin-6 (CDH6)	Multitude Therapeutics, Inc; OnCusp Therapeutics	Phase1	Phase 1				nar_reference; conference_abstract_corpus	2	DRG0DOTIX; ADC_SUFFIX_bdee2a548167	MULTISOURCE_CONFIRMED
NAR_DRG0DSMMR	IMGS-501	STING-ISAC; IMGS 501; IMGS501			REFERENCE_UNCLASSIFIED	Programmed cell death 1 ligand 1 (CD274); Programmed cell death 1 ligand 2 (PDCD1LG2)	Immunogenesis, Inc	Investigative	Investigative				nar_reference	1	DRG0DSMMR	REFERENCE_CONFIRMED
NAR_DRG0DSOMP	LY3343544	LY-3343544; LY 3343544			REFERENCE_UNCLASSIFIED	Hepatocyte growth factor receptor (MET)	Eli Lilly & Co	Investigative	Investigative				nar_reference	1	DRG0DSOMP	REFERENCE_CONFIRMED
NAR_DRG0DVKJO	LCB14-15nm	LCB14 15nm			REFERENCE_UNCLASSIFIED	Undisclosed	LegoChem Biosciences, Inc	Investigative	Investigative				nar_reference	1	DRG0DVKJO	REFERENCE_CONFIRMED
NAR_DRG0DWHZY	SIM 0686				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07050459			nar_reference	1	DRG0DWHZY	REFERENCE_CONFIRMED
NAR_DRG0DXEAS	CAT-03-106	CAT03106; CAT 03 106			REFERENCE_UNCLASSIFIED	Undisclosed	Catalent, Inc	Investigative	Investigative				nar_reference	1	DRG0DXEAS	REFERENCE_CONFIRMED
NAR_DRG0DXROV	Cetuximab sarotalocan	ASP-1929; RM-1929; Cetuximab-IR700; Cetuximab Sarotalocan Sodium			REFERENCE_UNCLASSIFIED	Epidermal growth factor receptor (EGFR)	Rakuten Medical, Inc	Approved	Approved (FDA): Sep, 2020				nar_reference	1	DRG0DXROV	REFERENCE_CONFIRMED
NAR_DRG0EBFGG	IBI3009				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06613009			nar_reference	1	DRG0EBFGG	REFERENCE_CONFIRMED
NAR_DRG0EDBXG	Lintuzumab Ac-225	225Ac-HuM-195; 225Ac-HuM195; 225Ac-lintuzumab; AC225 MOAB M195; AC225-MOAB-M195; Ac-225-Lintuzumab; Ac225 monoclonal antibody M195; Actimab-A; Actimab-M; Actimab-MDS; Actinium (225ac) lintuzumab satetraxetan; Actinium AC 225 lintuzumab; Actinium AC-225 lintuzumab; Actinium-225 (225Ac)-Lintuzumab; Actinium-225-labeled humanized anti-cd33 monoclonal antibody HUM195; Actinium-225-labelled HuM195; HUM-195 AC-225; HuM195-Ac-225; Lintuzumab Ac-225; Lintuzumab actinium Ac-225; Lintuzumab satetraxetan AC-225			REFERENCE_UNCLASSIFIED	Myeloid cell surface antigen CD33 (CD33)	PDL BioPharma, Inc; Actinium Pharmaceuticals, Inc	Phase1	Phase 1 (Terminated)	NCT02575963; NCT02998047; NCT03441048; NCT03867682; NCT03932318			nar_reference	1	DRG0EDBXG	REFERENCE_CONFIRMED
NAR_DRG0EEDEE	DXC-008			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT06926283			nar_reference; conference_abstract_corpus	2	DRG0EEDEE; ADC_SUFFIX_38a50178f186	MULTISOURCE_CONFIRMED
NAR_DRG0EGQMP	BAT-8006			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1				nar_reference; conference_abstract_corpus	2	DRG0EGQMP; ADC_SUFFIX_7d6b1a56ef62	MULTISOURCE_CONFIRMED
NAR_DRG0EGTVL	DAC-005				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0EGTVL	REFERENCE_CONFIRMED
NAR_DRG0EGZQD	SBT-8230	SBT8230; SBT 8230; Asgr1-Tlr8; Asgr1-Tlr8-S; ASGR1-TLR8 ImmunoTAC conjugate			REFERENCE_UNCLASSIFIED	Asialoglycoprotein receptor 1 (ASGR1)	Silverback Therapeutics, Inc; ARS Pharmaceuticals, Inc	Investigative	Investigative				nar_reference	1	DRG0EGZQD	REFERENCE_CONFIRMED
NAR_DRG0EHWIM	CME-548	CME-548 (Oxford Biomedica Plc)			REFERENCE_UNCLASSIFIED	Trophoblast glycoprotein (TPBG)	Oxford Biomedica Plc; Pfizer Inc	Investigative	Investigative				nar_reference	1	DRG0EHWIM	REFERENCE_CONFIRMED
NAR_DRG0EJBII	BL-M07D1	BL M07D1; BL-M07D1; BLM07D1			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Sichuan Baili Pharmaceutical Co., Ltd; Systimmune, Inc; Chengdu Bailidote Biological Pharmaceutical Co., Ltd	Phase3	Phase 3	NCT05461768; NCT05631964			nar_reference	1	DRG0EJBII	REFERENCE_CONFIRMED
NAR_DRG0EJZGZ	SYN-101	SYN101; SYN 101			REFERENCE_UNCLASSIFIED	Transforming growth factor beta-1 proprotein (TGFB1)	Synthis LLC	Investigative	Investigative				nar_reference	1	DRG0EJZGZ	REFERENCE_CONFIRMED
NAR_DRG0EKTUN	Sacituzumab govitecan	GS-0132; IMMU-132; IMMU0132; TROP-2-SN38; hRS7-SN38 antibody drug conjugate; Isactuzumab govitecan		STRICT_ADC	STRICT_ADC	Tumor-associated calcium signal transducer 2 (TROP2)	Immunomedics, Inc; Gilead Sciences, Inc; BSP Pharmaceuticals SpA; Everest Medicines (Singapore) Pte. Ltd	Approved	Approved (FDA): Apr, 2020	NCT01631552; NCT02574455; NCT03901339; NCT04454437			nar_reference; configs/known_adc_assets.yaml; clinicaltrials	3	DRG0EKTUN; ADC_CANDIDATE_SACITUZUMAB_GOVITECAN	MULTISOURCE_CONFIRMED
NAR_DRG0ELYWP	Tusamitamab ravtansine	AR408701; IBI-126; Maytansin-loaded anti-CEACAM5 mAb; SAR 408701; SAR-408701; SAR408701; Tusamitamab ravtansine		PRESUMED_STRICT_ADC	PRESUMED_ADC	Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5)	ImmunoGen, Inc; Sanofi; Innovent Biologics, Inc	Phase3	Phase 3	NCT02187848; NCT03324113; NCT04154956; NCT04524689; NCT04659603; NCT05071053; NCT05245071; NCT05429762; NCT05703555			nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0ELYWP; ADC_SUFFIX_b06dda4e07bf	MULTISOURCE_CONFIRMED
NAR_DRG0EMQPK	SYD-1875	Anti-5T4 antibody drug conjugate; SYD 1875; SYD-1875; SYD18 75; SYD1875		PRESUMED_STRICT_ADC	PRESUMED_ADC	Trophoblast glycoprotein (TPBG)	Synthon BV; Byondis BV	Phase1	Phase 1 (Terminated)	NCT04202705			nar_reference; clinicaltrials; conference_abstract_corpus	3	DRG0EMQPK; ADC_SUFFIX_4a4a8029da42	MULTISOURCE_CONFIRMED
NAR_DRG0ENSWF	Cotinine-duocarmycin	Cotinine duocarmycin			REFERENCE_UNCLASSIFIED	Epidermal growth factor receptor (EGFR)		Investigative	Investigative				nar_reference	1	DRG0ENSWF	REFERENCE_CONFIRMED
NAR_DRG0ENYRQ	DB-1303	BNT323; DB 1303; DB-1303; DB1303		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2)	Duality Biologics; BioNTech SE	Phase3	Phase 3	NCT05150691			nar_reference; conference_abstract_corpus	2	DRG0ENYRQ; ADC_SUFFIX_1fe7a240074a	MULTISOURCE_CONFIRMED
NAR_DRG0ENYXZ	MRG-002	MRG 002; MRG-002; MRG002		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2)	Shanghai Miracogen Inc; Lepu Biopharma Co., Ltd	Phase2	Phase 2	NCT04492488; NCT04742153; NCT04837508; NCT04839510; NCT04924699; NCT04941339; NCT05141747; NCT05141786; NCT05263869; NCT05338957; NCT05754853			nar_reference; conference_abstract_corpus; europe_pmc; pubmed	4	DRG0ENYXZ; ADC_SUFFIX_07bc74339cc5	MULTISOURCE_CONFIRMED
NAR_DRG0EOBLX	HDM2017			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT07274085			nar_reference; conference_abstract_corpus	2	DRG0EOBLX; ADC_SUFFIX_242d36da7b10	MULTISOURCE_CONFIRMED
NAR_DRG0EOFTU	PD-L1 ISA	Boltbody ISAC PD-L1 (Bolt Bio)			REFERENCE_UNCLASSIFIED	Programmed cell death 1 ligand 1 (CD274)	Bolt Biotherapeutics, Inc	Investigative	Investigative				nar_reference	1	DRG0EOFTU	REFERENCE_CONFIRMED
NAR_DRG0EOMCN	BL-M02D1	BL M02D1; BL-M02D1; BLM02D1			REFERENCE_UNCLASSIFIED	Tumor-associated calcium signal transducer 2 (TROP2)	Sichuan Baili Pharmaceutical Co., Ltd; Systimmune, Inc; Chengdu Bailidote Biological Pharmaceutical Co., Ltd	Phase2	Phase 1/2	NCT05339685; NCT05385692			nar_reference	1	DRG0EOMCN	REFERENCE_CONFIRMED
NAR_DRG0EOWOQ	KSI-501				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0EOWOQ	REFERENCE_CONFIRMED
NAR_DRG0EPHMC	Anetumab ravtansine	Anetumab ravtansine; Anti-mesothelin antibody-drug conjugate BAY 94-9343; Anti-mesothelin-ADC-BAY-94-9343; BAY 94-9343; BAY-94-9343; BAY-94-9343-SPDB-DM4; BAY94-9343		PRESUMED_STRICT_ADC	PRESUMED_ADC	Mesothelin (MSLN)	MorphoSys AG; Bayer AG	Phase2	Phase 2 (Terminated)	NCT01439152; NCT02485119; NCT02610140; NCT02639091; NCT02696642; NCT02751918; NCT02824042; NCT02839681; NCT03023722; NCT03102320; NCT03126630; NCT03455556; NCT03587311; NCT03816358; NCT03926143			nar_reference; clinicaltrials; conference_abstract_corpus	3	DRG0EPHMC; ADC_CANDIDATE_ADC_SUFFIX_db7ba4560b41; ADC_SUFFIX_4a3656b9bc79	MULTISOURCE_CONFIRMED
NAR_DRG0EPORB	B-003	Anti-HER2 monoclonal antibody-MCC-DM1 conjugate; B 003; B-003; B003			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Shanghai Jiaolian Drug Development Co. Ltd; Shanghai Pharmaceuticals Holding Co., Ltd	Phase1	Phase 1	NCT03953833			nar_reference	1	DRG0EPORB	REFERENCE_CONFIRMED
NAR_DRG0EPYFC	SAR-428926	SAR 428926; SAR-428926; SAR42 8926; SAR428926		PRESUMED_STRICT_ADC	PRESUMED_ADC	Lysosome-associated membrane glycoprotein 1 (LAMP1)	ImmunoGen, Inc; Sanofi	Phase1	Phase 1 (Terminated)	NCT02575781			nar_reference; conference_abstract_corpus	2	DRG0EPYFC; ADC_SUFFIX_f0d2a681c1e4	MULTISOURCE_CONFIRMED
NAR_DRG0EQEVI	CBT-3112	DCLK1 targeting paclitaxel based ADC (Coare Biotechnology); CBT3112; CBT 3112			REFERENCE_UNCLASSIFIED	Serine/threonine-protein kinase DCLK1 (DCLK1)	COARE Biotechnology Inc	Investigative	Investigative				nar_reference	1	DRG0EQEVI	REFERENCE_CONFIRMED
NAR_DRG0EQGNV	MYK-3	MYK 3			REFERENCE_UNCLASSIFIED	Epidermal growth factor receptor (EGFR)	Shanghai Miracogen Inc	Investigative	Investigative				nar_reference	1	DRG0EQGNV	REFERENCE_CONFIRMED
NAR_DRG0ERKBH	Trastuzumab deruxtecan	DS-8201; DS-8201a; fam-trastuzumab deruxtecan-nxki; DS 8201; DS 8201a; Fam-trastuzumab deruxtecan; T-DXd; Trastuzumab Deruxtecan		STRICT_ADC	STRICT_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2)	Daiichi Sankyo Inc; AstraZeneca PLC; Baxter Oncology GmbH	Approved	Approved (FDA): Dec 05, 2019	NCT02564900; NCT03248492; NCT03329690; NCT03505710; NCT03529110; NCT03734029; NCT04644237; NCT04744831; NCT04752059			nar_reference; configs/known_adc_assets.yaml; clinicaltrials	3	DRG0ERKBH; ADC_CANDIDATE_TRASTUZUMAB_DERUXTECAN	MULTISOURCE_CONFIRMED
NAR_DRG0ERYUF	SGN-B7H4V	PF-08046048; SGN-B7H4V; SGNB 7H4V; SGNB7H4V			REFERENCE_UNCLASSIFIED	V-set domain-containing T-cell activation inhibitor 1 (VTCN1)	Seagen Inc	Phase1	Phase 1	NCT05194072			nar_reference	1	DRG0ERYUF	REFERENCE_CONFIRMED
NAR_DRG0ESGFZ	RG-7986				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0ESGFZ	REFERENCE_CONFIRMED
NAR_DRG0EUGGJ	ICAM1-DM1 ADC	ICAM1-DM1 ADC (Boston Children's Hospital); anti-ICAM1-SMCC-DM1 (Boston Children's Hospital)			REFERENCE_UNCLASSIFIED	Intercellular adhesion molecule 1 (ICAM1)	Boston Children's Hospital	Investigative	Investigative				nar_reference	1	DRG0EUGGJ	REFERENCE_CONFIRMED
NAR_DRG0EUQQY	MBC-301	MBC 301; MBC301			REFERENCE_UNCLASSIFIED	Undisclosed	Medigen Biotechnology Corp	Investigative	Investigative				nar_reference	1	DRG0EUQQY	REFERENCE_CONFIRMED
NAR_DRG0EWNZL	HLX-41	HLX41; HLX 41			REFERENCE_UNCLASSIFIED	Zinc transporter ZIP6 (SLC39A6)	Shanghai Henlius Biotech, Inc; Shanghai Fosun Pharmaceutical (Group) Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0EWNZL	REFERENCE_CONFIRMED
NAR_DRG0EWQKX	Ozuriftamab vedotin	BA3021; Ba-3021; CAB Ror2-ADC; CAB-ADC; CAB-ROR2; CAB-ROR2-ADC; HTBA3021; Ozuriftamab vedotin		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tyrosine-protein kinase transmembrane receptor ROR2 (ROR2)	BioAtla, Inc; Kaibos (Shanghai) Biomedical Co., Ltd	Phase2	Phase 2				nar_reference; clinicaltrials; conference_abstract_corpus	3	DRG0EWQKX; ADC_CANDIDATE_ADC_SUFFIX_c96d607d7f9f	MULTISOURCE_CONFIRMED
NAR_DRG0EWYVN	ADCE-B05			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT07362888			nar_reference; clinicaltrials	2	DRG0EWYVN; ADC_SUFFIX_b1a38057c279	MULTISOURCE_CONFIRMED
NAR_DRG0EZVZS	BYON-4413	BYON 4413; BYON-4413; BYON4413		PRESUMED_STRICT_ADC	PRESUMED_ADC	Interleukin-3 receptor subunit alpha (IL3RA)	Byondis BV	Phase1	Phase 1				nar_reference; clinicaltrials; conference_abstract_corpus	3	DRG0EZVZS; ADC_SUFFIX_bc2f8289ba80	MULTISOURCE_CONFIRMED
NAR_DRG0EZYUP	JAB-X1800	JABX1800; JAB X1800			REFERENCE_UNCLASSIFIED	5'-nucleotidase (NT5E)	Jacobio Pharmaceuticals Group Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0EZYUP	REFERENCE_CONFIRMED
NAR_DRG0FAKKA	AVP10	AVP 10; AVP-10; PV10-MMAF			REFERENCE_UNCLASSIFIED	Tumor necrosis factor receptor superfamily member 8 (TNFRSF8)	Avipep Pty Ltd	Investigative	Investigative				nar_reference	1	DRG0FAKKA	REFERENCE_CONFIRMED
NAR_DRG0FBKIO	ABBV-3373	ABBV 3373; ABBV-3373; ABBV3773; anti-TNF-GRM-antibody-drug-conjugate; glucocorticoid receptor modulator (GRM) linked to adalimumab		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tumor necrosis factor receptor superfamily member 1A (TNFRSF1A)	AbbVie, Inc	Phase2	Phase 2 (Terminated)	NCT03823391			nar_reference; europe_pmc	2	DRG0FBKIO; ADC_SUFFIX_6ff3402066b4	MULTISOURCE_CONFIRMED
NAR_DRG0FBPCP	TGW-101	TGW101; TGW 101		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tumor-associated glycoprotein 72 (TAG-72)	Tagworks Pharmaceuticals BV	Investigative	Investigative				nar_reference; conference_abstract_corpus	2	DRG0FBPCP; ADC_SUFFIX_f87c5ba28648	MULTISOURCE_CONFIRMED
NAR_DRG0FCYCB	BMT-125961	BMT125961; BMT 125961			REFERENCE_UNCLASSIFIED	Undisclosed	Bristol Myers Squibb Co	Investigative	Investigative				nar_reference	1	DRG0FCYCB	REFERENCE_CONFIRMED
NAR_DRG0FGCQK	RC-168	RC168; RC 168			REFERENCE_UNCLASSIFIED	Undisclosed	RemeGen Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0FGCQK	REFERENCE_CONFIRMED
NAR_DRG0FGJBT	P38B-DM1	P38B DM1; P38B DBCO-HSA-DM-1			REFERENCE_UNCLASSIFIED	Podoplanin (PDPN)		Investigative	Investigative				nar_reference	1	DRG0FGJBT	REFERENCE_CONFIRMED
NAR_DRG0FGLFW	ATG-022	ATG 022; ATG-022; ATG-022 ADC; ATG022		PRESUMED_STRICT_ADC	PRESUMED_ADC	Claudin-18.2 (CLDN18.2)	Antengene Corporation Co., Ltd	Phase1	Phase 1	NCT05718895			nar_reference; conference_abstract_corpus	2	DRG0FGLFW; ADC_SUFFIX_f87f611583c6	MULTISOURCE_CONFIRMED
NAR_DRG0FIYMR	NBT-568	NBT 568; NBT568			REFERENCE_UNCLASSIFIED	Undisclosed	NewBio Therapeutics	Investigative	Investigative				nar_reference	1	DRG0FIYMR	REFERENCE_CONFIRMED
NAR_DRG0FJYPL	MP-EV-20	MP-EV20; MP EV 20			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-3 (HER3)	MediaPharma Srl	Investigative	Investigative				nar_reference	1	DRG0FJYPL	REFERENCE_CONFIRMED
NAR_DRG0FKHUJ	MP-ENDOS-ADC				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0FKHUJ	REFERENCE_CONFIRMED
NAR_DRG0FKQPI	LM-001	LM-001 (LaNova Medicines); LM001; LM 001			REFERENCE_UNCLASSIFIED	Undisclosed	LaNova Medicines Ltd	Investigative	Investigative				nar_reference	1	DRG0FKQPI	REFERENCE_CONFIRMED
NAR_DRG0FKZGF	XNW-27011	XNW 27011; XNW-27011; XNW27011		PRESUMED_STRICT_ADC	PRESUMED_ADC	Claudin-18.2 (CLDN18.2)	Suzhou Sinovent Pharmaceuticals Co.,Ltd; Shanghai Sinovent Biopharmaceutical Co., Ltd	Phase2	Phase 1/2				nar_reference; conference_abstract_corpus	2	DRG0FKZGF; ADC_SUFFIX_97876ebb1019	MULTISOURCE_CONFIRMED
NAR_DRG0FLLMW	Omalizumab-amanitin 3	Omalizumab Amanitin3			REFERENCE_UNCLASSIFIED	High affinity immunoglobulin epsilon receptor subunit alpha (FCER1A)	Heidelberg Pharma AG	Investigative	Investigative				nar_reference	1	DRG0FLLMW	REFERENCE_CONFIRMED
NAR_DRG0FMCLF	JSKN-003	JSKN 003; JSKN-003; JSKN003		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4)	Alphamab Oncology; Alphamab Australia Co. Pty Ltd	Phase3	Phase 3				nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0FMCLF; ADC_SUFFIX_86b7fe77f616	MULTISOURCE_CONFIRMED
NAR_DRG0FOOJX	LCB-71				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0FOOJX	REFERENCE_CONFIRMED
NAR_DRG0FPQOM	XMT-1660	XMT 1660; XMT-1660; XMT1660		PRESUMED_STRICT_ADC	PRESUMED_ADC	V-set domain-containing T-cell activation inhibitor 1 (VTCN1)	Mersana Therapeutics, Inc	Phase1	Phase 1				nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0FPQOM; ADC_SUFFIX_83a8b31186bb	MULTISOURCE_CONFIRMED
NAR_DRG0FQZSZ	JSKN027				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07391644			nar_reference	1	DRG0FQZSZ	REFERENCE_CONFIRMED
NAR_DRG0FRFEQ	TAA-013	Anti-HER2 ADC (TOT Biopharm); TAA 013; TAA-013; TAA013; Trastuzumab antibody drug conjugate (TOT Biopharm)			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Tot Biopharm Co. Ltd	Phase3	Phase 3 (Terminated)				nar_reference	1	DRG0FRFEQ	REFERENCE_CONFIRMED
NAR_DRG0FSHWJ	Indusatumab vedotin	GCC antibody drug conjugate; Indusatumab vedotin; MLN 0264; MLN-0264; MLN0264; TAK 264; TAK-264; TAK-264, MLN02 64; TAK264		PRESUMED_STRICT_ADC	PRESUMED_ADC	Guanylyl cyclase C (GUCY2C)	Millennium Pharmaceuticals, Inc; Takeda Pharmaceutical Co., Ltd; Seagen Inc	Phase2	Phase 2 (Terminated)	NCT01577758; NCT02202759; NCT02202785; NCT02391038			nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0FSHWJ; ADC_SUFFIX_05f0d3bf7bd2; ADC_SUFFIX_353ad1a1448c; ADC_SUFFIX_436117ed3fcf	MULTISOURCE_CONFIRMED
NAR_DRG0FTDBR	LCB-73	LCB73; LCB 73			REFERENCE_UNCLASSIFIED	B-lymphocyte antigen CD19 (CD19)	LegoChem Biosciences, Inc	Investigative	Investigative				nar_reference	1	DRG0FTDBR	REFERENCE_CONFIRMED
NAR_DRG0FUAVD	BC5084	BC-50084; BC 50084			REFERENCE_UNCLASSIFIED	Undisclosed	Wuxi Biocity Biopharmaceutics Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0FUAVD	REFERENCE_CONFIRMED
