canonical_name	aliases	development_codes	target	company	highest_stage	development_status	nct_ids	adc_scope	catalog_status	sources
Becotatug vedotin	MRG 003; MRG-003; MRG003		Epidermal growth factor receptor (EGFR)	Shanghai Miracogen Inc; Lepu Biopharma Co., Ltd	Approved	Approved (FDA): Oct, 2025	NCT04868344	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed
STRO-001	BN301; SP-7219; SP-7675; SP-7676; STRO 001; STRO- 001; STRO-001		HLA class II histocompatibility antigen gamma chain (CD74)	Sutro Biopharma, Inc; BioNova Pharmaceuticals (Shanghai) Ltd; Piramal Pharma Solutions, Inc	Phase2	Phase 1/2 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
IBI343					Phase3	Phase 3		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
IMGC-936	AEX6003 (S442C)-DGN549; IMGC 936; IMGC-936; IMGC936		Disintegrin and metalloproteinase domain-containing protein 9 (ADAM9)	ImmunoGen, Inc; MacroGenics, Inc	Phase2	Phase 1/2	NCT04622774	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
SOT-102	SO- N102; SO-N102; SOT 102; SOT-102; SOT102; SOT102, SO- N102		Claudin-18.2 (CLDN18.2)	SCTbio as	Phase2	Phase 1/2 (Terminated)	NCT05525286	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; europe_pmc
BIO104	BIO 104; BIO-104		Undisclosed	Boostimmune, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SIM0609					Phase1	Phase 1	NCT07265921	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Luveltamab tazevibulin	DBCO-Alexa647-conjugated SP7219; Luveltamab Tazevibulin; Luveltamab tazevibulin; STRO 002; STRO-002; anti-FolRa ADC STRO-002; luvelta		Folate receptor alpha (FOLR1)	Sutro Biopharma, Inc; Tasly Biopharmaceuticals Co., Ltd	Phase3	Phase 2/3		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
AK138D1					Phase1	Phase 1	NCT06730386; NCT07281326	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Sofituzumab vedotin	Anti-MUC16 ADC MMAE; Anti-MUC16 MMAE ADC; Anti-MUC16 mAb MMAE; Anti-MUC16 monoclonal antibody MMAE; Anti-MUC16 monoclonal antibody monomethyl auristatin E conjugate; Anti-MUC16 monoclonal antibody vedotin; DMUC-5754A; DMUC5754A; MMAE anti-MUC16; MMAE anti-MUC16 mAb; RG-7458; RG7458, DMUC 5754A; Sofituzumab vedotin		Mucin-16 (MUC16)	Genentech, Inc; Roche Holding AG	Phase1	Phase 1 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
DS001					Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
J58-PE24	J58 PE24; J58PE24		Glypican-3 (GPC3)		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
GenSci140					Phase1	Phase 1	NCT07251166	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SG3-Val-Cit-MMAF8	SG3 vcMMAF8		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Seagen Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
V-DOS47	V DOS47; VDOS47		Vascular endothelial growth factor receptor 2 (KDR)	Helix BioPharma Corp	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SHR-A1201	SHR A1201; SHR-A1201; SHRA1201		Receptor tyrosine-protein kinase erbB-2 (HER2)	Jiangsu Hengrui Pharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd	Phase1	Phase 1 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc; pubmed
Tamrintamab pamozirine	SC 003; SC-003; SC003; Tamrintamab pamozirine		Dipeptidase 3 (DPEP3)	AbbVie, Inc; Stemcentrx, Inc	Phase1	Phase 1 (Terminated)	NCT02539719	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BB-1705	BB-1705; BB 1705; BB1705		Epidermal growth factor receptor (EGFR)	Baili Sikang Biomedicine (Hangzhou) Co., Ltd	Phase2	Phase 1/2	NCT05217693	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
SHR-7782					Phase1	Phase 1	NCT07123129	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
HDM2020					Phase1	Phase 1	NCT07098052	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
IN30705	IN 30705; IN-30705		Prolyl endopeptidase FAP (FAP)	Inxmed (Nanjing) Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
GR1017					Phase1	Phase 1	NCT06874335	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Blinatumomab-amanitin	Blinatumomab amanitin		B-lymphocyte antigen CD19 (CD19); T-cell surface glycoprotein CD3 delta chain (CD3D)	LegoChem Biosciences, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
GB-251	GB 251; GB-251; NBT 828; NBT-828; NBT828		Receptor tyrosine-protein kinase erbB-2 (HER2)	NewBio Therapeutics	Phase1	Phase 1 (Terminated)		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
C6vcMMAD	C6-vc-MMAD		Tumor-associated calcium signal transducer 2 (TROP2)	Pfizer Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Lorvotuzumab mertansine	BB-10901; IMGN-901; IMGN-901, N901-DM1, BB-10901; IMGN-901-TAP; IMGN901 TAP; Lorvotuzumab mertansine; Monoclonal antibody huN901-DM1 conjugate; huN-901-DM1; huN-901-SPP-DM1; huN901-DM1; huN901-DM1 antibody; huN901-SPP-DM1		Neural cell adhesion molecule 1 (NCAM1)	ImmunoGen, Inc	Phase2	Phase 2 (Terminated)	NCT00346255	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; europe_pmc
PYX-201	PYX 201; PYX-201; PYX201		Fibronectin (FN1)	Pfizer Inc; Pyxis Oncology, Inc	Phase1	Phase 1	NCT05720117	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
DhuVHH6-PE38	Anti-CD7 nanobody based immunotoxins; Anti-CD7 nanobody based immunotoxins (Soochow University/PersonGen Biomedicine)		T-cell antigen CD7 (CD7)	Medical College of Soochow University; PersonGen Biomedicine (Suzhou) Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BG-C477					Phase1	Phase 1	NCT06596473	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Ispectamab debotansine	Anti-BCMA antibody drug conjugate; BMS-986352; BMS-986352, CC-99712, SP8919; CC 99712; CC-99712; Ispectamab debotansine; SP8919		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Sutro Biopharma, Inc; Celgene Corp; Bristol Myers Squibb Co	Phase1	Phase 1 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
huHEA125-amanitin4	huHEA125 Amanitin4		Epithelial cell adhesion molecule (EPCAM)	Heidelberg Pharma AG	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PF-06647263	Anti-EFNA4-ADC; Anti-EFNA4-monoclonal-antibody-calicheamicin-conjugate; PF 6647263; PF-06647263; PF06647263; PF-0667263; PF 0667263; PF0667263		Ephrin-A4 (EFNA4)	Pfizer Inc	Phase1	Phase 1 (Terminated)	NCT02078752	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BCG034					Phase1	Phase 1	NCT07503808	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ESG-401	ESG 401; ESG-401; Humanized anti-Trop2-SN38 antibody conjugate; Humanized mAb anti-TROP-2 program; STI- 3258; STI-3258		Tumor-associated calcium signal transducer 2 (TROP2)	Shanghai Escugen Biotechnology	Phase3	Phase 3	NCT04892342	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc; clinicaltrials
CPO-204	CPO 204; CPO-204; CPO204		Undisclosed	CSPC Pharmaceutical Group Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
<sup>111</sup>In-DTPA-D2B-DAR2-MMAE					Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BCG022	BCG 022; BCG-022		Receptor tyrosine-protein kinase erbB-3 (ERBB3); Hepatocyte growth factor receptor (MET)	Biocytogen Pharmaceuticals (Beijing) Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PF-08052667					Phase1	Phase 1	NCT07206225	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MG2002A					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PBX-001	PBX 001; PBX001		Tumor-associated calcium signal transducer 2 (TROP2)	Pinotbio	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
OBI-999	Globo H ADC; OBI 999; OBI-999; OBI999		Globo H (globotriaosylceramide)	OBI Pharma, Inc	Phase2	Phase 1/2 (Terminated)	NCT04084366	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc; pubmed
TST013	TST 013; TST-013		Undisclosed	TST-013 Mabspace Biosciences Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Septuximab vedotin	Septuximab vedotin		Frizzled-7 (FZD7)	University of California San Diego	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AMB-101	AMB101; AMB 101; AMB-101 (AmMax Bio)		Undisclosed	AmMax Bio, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ARX-517	ARX 517; ARX-517; ARX517		Glutamate carboxypeptidase 2 (FOLH1)	Ambrx, Inc	Phase1	Phase 1	NCT04662580	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
DM001	DM 001; DM-001; DM001		Tumor-associated calcium signal transducer 2 (TROP2); Epidermal growth factor receptor (EGFR)	Xadcera Biopharmaceutical (Suzhou) Co., Ltd; Biocytogen Pharmaceuticals (Beijing) Co., Ltd	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
HS-20108					Phase1	Phase 1	NCT06936735	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
OX-002	OX 002; OX002		Lymphocyte antigen 75 (LY75)	Oxford BioTherapeutics Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PF-08046031					Phase1	Phase 1	NCT06799533	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
G-100					Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
RC-188	RC188; RC 188		Undisclosed	RemeGen Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ADC2122					Phase1	Phase 1	NCT05423977	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Inotuzumab ozogamicin	CMC-544; PF-05208773; PF-5208773; WAY-207294; INO		B-cell receptor CD22 (CD22)	Pfizer Inc; Wyeth Pharmaceuticals LLC	Approved	Approved (FDA): Aug, 2017	NCT00073749; NCT00299494; NCT00717925; NCT00724971; NCT01134575; NCT01535989; NCT01564784; NCT02981628	STRICT_ADC	MULTISOURCE_CONFIRMED	nar_reference; configs/known_adc_assets.yaml; clinicaltrials
B7H3-MMAE	B7H3MMAE; B7H3 MMAE		CD276 antigen (CD276)	Anwita Biosciences, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Lonigutamab ugodotin	F50085-hz208F2-4-F556311; Lonigutamab ugodotin; W 0101; W-0101; W0101		Insulin-like growth factor 1 receptor (IGF1R)	Pierre Fabre SA,	Phase2	Phase 1/2 (Terminated)	NCT03316638	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
BYON-3521	BYON 3521; BYON-3521; BYON3521		Hepatocyte growth factor receptor (MET)	Syntarga BV; Byondis BV	Phase1	Phase 1	NCT05261269; NCT05323045	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus
PF-08046032					Phase1	Phase 1	NCT06870487	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
LY203725					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
HS-20093	HS 20093; HS-20093; HS20093		CD276 antigen (CD276)	Shanghai Hansoh Biomedical Co. Ltd	Phase3	Phase 3	NCT05276609	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
Hertuzumab vedotin	Hertuzumab-vc-MMAE		Receptor tyrosine-protein kinase erbB-2 (HER2)	Rongchang Pharmaceuticals Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
XMT-2175	XMT2175; XMT 2175		Undisclosed	Mersana Therapeutics, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Epratuzumab-SN38					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MP-LGS-ADC					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
CM-09	CM-09 (Curemeta); CM09; CM 09		Undisclosed	Curemetrix, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ANG-101	ANG101; ANG 101		Undisclosed	Angiex, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AMT-151	AMT 151; AMT-151; AMT151		Folate receptor alpha (FOLR1)	Multitude Therapeutics, Inc	Phase1	Phase 1	NCT05498597	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
Trastuzumab duocarmazine	(vic-)trastuzumab-duocarmazine; Anti-HER2 ADC (Byondis); SYD 985; SYD-985; SYD985; Trastuzumab duocarmazine; Trastuzumab vc-seco-DUBA; Trastuzumab-SYD980; humanized monoclonal antibody conjugated to the pro-drug seco-duocarmycinhydroxyb		Receptor tyrosine-protein kinase erbB-2 (HER2)	Synthon BV; Byondis BV	Phase3	Phase 3	NCT01042379; NCT02277717; NCT03262935; NCT04205630; NCT04235101; NCT04602117; NCT04983238	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed
Trastuzumab botidotin	A 166; A-166; A166; KL-A166		Receptor tyrosine-protein kinase erbB-2 (HER2)	Sichuan Kelun Pharmaceutical Co., Ltd; Fudan University; KLUS Pharma, Inc; Levena Biopharma US, Inc	Approved	Approved (FDA): Oct, 2025	NCT03602079; NCT05311397; NCT05346328	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
ORM-6151	ORM 6151; ORM6151		Myeloid cell surface antigen CD33 (CD33)	Orum Therapeutics, Inc	Phase3	Phase 3		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Loncastuximab tesirine	ADCT 402; ADCT-402; MT-2111; Anti-CD19-PBD-conjugate-ADC; Immunoglobulin g1-kappa; Lonca; Lonca-T; loncastuximab tesirine-lpyl		B-lymphocyte antigen CD19 (CD19)	ADC Therapeutics SA; BSP Pharmaceuticals SpA; Overland Pharmaceutical (Shanghai) Co., Ltd	Approved	Approved (FDA):Apr, 2021	NCT02669017; NCT02669264; NCT03589469	STRICT_ADC	MULTISOURCE_CONFIRMED	nar_reference; configs/known_adc_assets.yaml; clinicaltrials
AMT-754					Phase1	Phase 1	NCT06597721	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AOC 1044	Antibody-targeted exon-skipping siRNA (Avidity Biosciences); Antibody-targeted exon-skipping siRNA (Avidity Biosciences)		Dystrophin (DMD)	Avidity Biosciences, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PHN-010	PHN 010; PHN-010; PHN010		Undisclosed	Pheon Therapeutics Ltd	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
DXC1002					Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
GB7008-01-Val-Cit-MMAE	Anti-CLDN6 antibody drug conjugate (cancer); GB-7008-01 vcMMAE		Claudin-6 (CLDN6)	Shanghai Genechem Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
9MW-2821	9MW 2821; 9MW-2821; 9MW2821		Nectin-4 (NECTIN4)	Jiangsu Maiweikang New Drug R & D Co., Ltd; Mabwell (Shanghai) Bioscience Co., Ltd	Phase2	Phase 1/2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SHR-A1921	SHR A1921; SHR-A1921; SHRA1921; SHR-1921; SHR 1921; SHR1921		Tumor-associated calcium signal transducer 2 (TROP2)	Suzhou Suncadia Biopharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd	Phase2	Phase 2	NCT05154604; NCT05594875; NCT05765032	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
SHR-A2009	SHR A2009; SHR-A2009; SHRA2009		Receptor tyrosine-protein kinase erbB-3 (HER3)	Suzhou Suncadia Biopharmaceuticals Co., Ltd	Phase3	Phase 3	NCT05114759; NCT05394818	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
PRO-1184					Phase3	Phase 3		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
SBT-6290	SBT 6290; SBT-6290; SBT6290		Nectin-4 (NECTIN4)	Silverback Therapeutics, Inc; ARS Pharmaceuticals, Inc	Phase2	Phase 1/2 (Terminated)		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SYS6040					Phase1	Phase 1	NCT06970795	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Mipasetamab uzoptirine	ADCT 601; ADCT-601; ADCT601; BGB 601; BGB-601; BGB601; Mipasetamab uzoptirine		Tyrosine-protein kinase receptor UFO (AXL)	ADC Therapeutics SA; Overland Pharmaceutical (Shanghai) Co., Ltd	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
SIM0610					Phase1	Phase 1	NCT07348211	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
RG-7600					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
33B7-Saporin	Anti-PTGFRN antibody-drug conjugate (A&G Pharmaceutical); Anti-PTGFRN antibody-drug conjugate		Prostaglandin F2 receptor negative regulator (PTGFRN)	A&G Pharmaceutical, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TGW101					Phase1	Phase 1	NCT06959706	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SBE303					Phase1	Phase 1	NCT07524348	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
NBE-001	NBE 001; NBE001		Undisclosed	NBE-Therapeutics AG	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Enlimomab pegol					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
HS-20089	HS 20089; HS-20089; HS20089		V-set domain-containing T-cell activation inhibitor 1 (VTCN1)	Shanghai Hansoh Biomedical Co. Ltd	Phase3	Phase 3	NCT05263479	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IBI-354	IBI 354; IBI-354; IBI354		Receptor tyrosine-protein kinase erbB-2 (HER2)	Innovent Biologics (Suzhou) Co. Ltd	Phase3	Phase 3		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
SYS6041					Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
NJH-395	Immune stimulator antibody conjugate; NJH 395; NJH-395; NJH395		Receptor tyrosine-protein kinase erbB-2 (HER2)	Novartis Pharma AG	Phase1	Phase 1 (Terminated)	NCT03696771	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
XB3-001	Melanotransferrin-trastuzumab conjugate (biOasis); MTf-TZM; MTfp-TZM; p97-trastuzumab conjugate (T)		Receptor tyrosine-protein kinase erbB-2 (HER2)	Bioasis Technologies, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MSLN MMAE	MSLNMMAE; MSLN MMAE (Anwita Biosciences); MSLN-MMAE		Mesothelin (MSLN)	Anwita Biosciences, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BA-1302	BA 1302; BA-1302; BA1302		Melanotransferrin (MELTF)	Shandong Boan Biotechnology Co., Ltd; Luye Pharma Group Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
GQ-1007	GQ 1007; GQ-1007; GQ1007		Receptor tyrosine-protein kinase erbB-2 (HER2)	GeneQuantum Healthcare (Suzhou) Co. Ltd; Borui Biomedical Technology (Suzhou) Co., Ltd	Phase1	Phase 1 (Terminated)		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Rovalpituzumab tesirine	P256HB60FF; Rova-T; Rovalpituzumab tesirine; SC-0002; SC0001-SCX; SC0001SCX; SC16LD6.5		Delta-like protein 3 (DLL3)	AbbVie, Inc	Phase3	Phase 3 (Terminated)	NCT02674568; NCT02709889; NCT02819999; NCT03000257; NCT03033511	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus
OBT207	OBT-207; OBT 207		Undisclosed	Oxford BioTherapeutics Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MGC026					Phase1	Phase 1	NCT06242470	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Lifastuzumab vedotin	Anti-NaPi2b ADC; DNIB-0600A; DNIB0600A; LIFA; Lifastuzumab vedotin; NaPi2b-ADC; NaPi3b; RG-7599; RG7599, DNIB-0600A; RO-5541081		Sodium-dependent phosphate transport protein 2B (SLC34A2)	Genentech, Inc; Roche Holding AG; Roche Holding AG	Phase2	Phase 2 (Terminated)	NCT01363947; NCT01911598; NCT01991210; NCT01995188	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
BI-CON-02	BI-CON-02; BI CON 02; BICON02		Receptor tyrosine-protein kinase erbB-2 (HER2)	BioIntegrator LLC	Phase1	Phase 1 (Terminated)	NCT03062007	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
DXC004					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
DA-3501					Phase1	Phase 1	NCT07481357	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TAC-001	CD22 targeting TRAAC-Tallac Therapeutics; TAAC-001; TAC 001; TAC-001		B-cell receptor CD22 (CD22)	Tallac Therapeutics, Inc	Phase2	Phase 1/2	NCT05399654	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
<sup>124</sup>I-scFvD2B					Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Trastuzumab-deBouganin	Anti-HER2 single-chain Fv dimer-deBouganin ADC (Sesen Bio/AviPep); T-deB		Receptor tyrosine-protein kinase erbB-2 (HER2)	Viventia Bio, Inc; Avipep Pty Ltd; Sesen Bio, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SC-002	SC 002; SC-002; SC002		Delta-like protein 3 (DLL3)	Stemcentrx, Inc; AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT02500914	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
SYD998	WO2015177360A1_ADC-wt; SYD 998; SYD-998		Glutamate carboxypeptidase 2 (FOLH1)	Byodes Private Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TORL-2-307-ADC	TORL-2-307 ADC; TORL-2-307- ADC; TORL-2-307- ADC, TORL-2-307-MAB; TORL-2-307-ADC; TORL-2-307-MAB		Claudin-18.2 (CLDN18.2)	TORL Biotherapeutics LLC	Phase1	Phase 1	NCT05156866	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SYS6005					Phase1	Phase 1	NCT06958679	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ALTA-002	ALTA 002; ALTA-002; Anti-SIRPa antibody conjugated toll-like receptor 9 agonists-ALX Oncology/Tallac Therapeutics; TAC002		Leukocyte surface antigen CD47 (CD47)	ALX Oncology, Inc; Tallac Therapeutics, Inc	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
YL-212	YL212; YL 212		Delta-like protein 3 (DLL3)	Suzhou Medilink Therapeutics Ltd; Zai Lab Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
NOV0712-DXd	NOV0712 DXd		Cadherin-6 (CDH6)	Daiichi Sankyo Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AMG-224	AMG 224; AMG-224; AMG22 4; AMG224		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Amgen, Inc	Phase1	Phase 1 (Terminated)	NCT02561962	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BR111					Phase1	Phase 1	NCT06937957	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
LY256787					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
